first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,actual_outcome,predicted_outcome,first_player_probability,second_player_probability
190,172,18,17.272727,15.636364,18,527,581,-54,0,0,0,0,25,11,11,1.68,1,0,18,17,false,true,true,0.792,0.208
144,68,76,36,22.666667,76,1408,1454,-46,1,0,0.25,0,73,4,3,0.438356,0,0,8,17,false,true,true,0.851,0.149
87,98,-11,12.428571,16.333333,-11,523,480,43,0,0,0,0,56,7,6,0.589286,1,0,18,7,false,true,true,0.671,0.329
142,147,-5,20.285714,24.5,-5,942,976,-34,0,0,0,0,53,7,6,0.754717,1,0,12,17,false,true,false,0.353,0.647
369,283,86,20.5,15.722222,86,613,569,44,0,0,0,0,-19,18,18,-2.052632,0,0,1,1,false,true,true,1,0
69,71,-2,17.25,17.75,-2,468,542,-74,0,0,0,0,77,4,4,0.506494,0,0,19,10,false,true,false,0.272,0.728
108,51,57,18,8.5,57,1176,1076,100,0,0,0,0,70,6,6,0.842857,0,0,11,16,false,true,true,0.962,0.038
371,251,120,24.733333,17.928571,120,1305,1390,-85,0,1,0,0.071429,-6,15,14,-6,0,2,10,14,false,true,true,1,0
80,64,16,16,16,16,1090,1244,-154,0,0,0,0,68,5,4,0.544118,0,0,12,21,false,true,false,0.12,0.88
110,86,24,15.714286,12.285714,24,346,231,115,0,0,0,0,46,7,7,0.891304,0,0,9,12,false,true,true,0.902,0.098
253,150,103,19.461538,12.5,103,415,518,-103,0,0,0,0,22,13,12,1.727273,0,0,10,21,false,true,true,0.982,0.018
81,54,27,27,27,27,695,671,24,0,0,0,0,77,3,2,0.428571,0,0,18,15,false,true,true,0.752,0.248
300,253,47,21.428571,19.461538,47,847,952,-105,0,0,0,0,14,14,13,2.571429,0,0,12,11,false,true,true,0.539,0.461
14,23,-9,14,23,-9,871,867,4,0,0,0,0,90,1,1,0.477778,0,0,21,14,false,true,false,0.462,0.538
235,174,61,26.111111,19.333333,61,1029,1227,-198,1,0,0.111111,0,29,9,9,1.103448,1,0,9,12,false,true,true,0.939,0.061
279,183,96,16.411765,11.4375,96,1069,1040,29,0,0,0,0,-8,17,16,-5.5,0,2,22,8,false,true,true,1,0
189,99,90,37.8,19.8,90,1489,1405,84,1,0,0.2,0,66,5,5,0.424242,1,0,9,13,false,true,true,0.974,0.026
332,254,78,25.538462,21.166667,78,630,786,-156,1,0,0.076923,0,14,13,12,2.5,0,0,10,12,false,true,true,0.984,0.016
44,9,35,22,9,35,1067,95,972,0,0,0,0,88,2,1,0.386364,0,0,14,14,false,true,true,1,0
373,313,60,26.642857,22.357143,60,1762,1582,180,2,3,0.142857,0.214286,-5,14,14,-6.4,0,0,2,24,false,true,true,0.989,0.011
91,115,-24,13,16.428571,-24,699,448,251,0,0,0,0,57,7,7,0.701754,0,1,19,12,false,true,true,0.506,0.494
213,88,125,30.428571,14.666667,125,1216,1217,-1,1,0,0.142857,0,49,7,6,0.693878,0,0,10,26,false,true,true,0.988,0.012
9,6,3,4.5,6,3,1014,1303,-289,0,0,0,0,91,2,1,0.417582,1,1,14,9,false,true,false,0.211,0.789
262,202,60,21.833333,18.363636,60,1036,1181,-145,0,0,0,0,25,12,11,1.36,1,0,22,11,false,true,true,0.89,0.11
83,31,52,16.6,7.75,52,595,543,52,0,0,0,0,74,5,4,0.635135,0,0,12,15,false,true,true,0.921,0.079
42,53,-11,14,17.666667,-11,1547,1439,108,0,0,0,0,82,3,3,0.45122,1,0,6,9,false,true,false,0.331,0.669
191,94,97,23.875,13.428571,97,719,651,68,0,0,0,0,60,8,7,0.75,0,0,17,8,false,true,true,0.968,0.032
121,101,20,20.166667,20.2,20,1167,1216,-49,0,0,0,0,64,6,5,0.640625,1,0,6,22,false,true,false,0.328,0.672
26,31,-5,13,15.5,-5,518,533,-15,0,0,0,0,86,2,2,0.406977,0,0,10,23,false,true,false,0.344,0.656
24,15,9,24,15,9,498,43,455,0,0,0,0,93,1,1,0.397849,1,0,12,8,false,true,true,0.882,0.118
123,131,-8,17.571429,21.833333,-8,596,595,1,0,0,0,0,57,7,6,0.701754,1,0,8,15,false,true,false,0.43,0.57
326,303,23,18.111111,17.823529,23,1078,1130,-52,0,1,0,0.058824,-21,18,17,-1.857143,0,0,2,2,false,true,true,0.981,0.019
51,18,33,17,9,33,947,909,38,0,0,0,0,84,3,2,0.547619,1,0,10,30,false,true,true,0.83,0.17
264,151,113,29.333333,18.875,113,1075,1027,48,2,0,0.222222,0,34,9,8,1.088235,0,1,10,6,false,true,true,0.89,0.11
371,330,41,21.823529,19.411765,41,834,758,76,0,1,0,0.058824,-24,17,17,-1.5,0,0,2,3,false,true,true,0.998,0.002
90,29,61,45,29,61,791,885,-94,1,0,0.5,0,84,2,1,0.452381,0,0,13,19,false,true,false,0.395,0.605
14,29,-15,14,29,-15,1203,1221,-18,0,0,0,0,93,1,1,0.376344,0,0,15,22,false,true,false,0.272,0.728
143,112,31,23.833333,18.666667,31,1153,1065,88,0,1,0,0.166667,49,6,6,0.571429,0,0,19,19,false,true,true,0.914,0.086
136,177,-41,22.666667,29.5,-41,1305,1218,87,0,0,0,0,49,6,6,0.77551,1,0,8,15,false,true,false,0.205,0.795
84,67,17,16.8,16.75,17,831,830,1,0,0,0,0,69,5,4,0.536232,1,0,19,10,false,true,true,0.802,0.198
358,195,163,21.058824,12.1875,163,786,757,29,1,0,0.058824,0,-6,17,16,-6.5,0,0,25,14,false,true,true,1,0
254,234,20,16.933333,15.6,20,450,412,38,0,0,0,0,-6,15,15,-6.333333,0,0,17,13,false,true,true,0.906,0.094
69,50,19,23,25,19,1406,1454,-48,0,0,0,0,78,3,2,0.435897,1,0,13,16,false,true,true,0.722,0.278
163,120,43,23.285714,17.142857,43,1115,1078,37,0,0,0,0,52,7,7,0.653846,1,0,16,8,false,true,true,0.898,0.102
346,359,-13,23.066667,25.642857,-13,1762,1538,224,1,2,0.066667,0.142857,-2,15,14,-17,0,0,4,5,false,true,true,0.996,0.004
244,252,-8,20.333333,22.909091,-8,971,761,210,0,0,0,0,16,12,11,1.875,0,0,12,14,false,true,false,0.176,0.824
171,133,38,17.1,14.777778,38,1221,1438,-217,0,0,0,0,40,10,9,1.125,0,2,7,8,false,true,true,0.669,0.331
293,141,152,19.533333,10.071429,152,993,897,96,1,0,0.066667,0,4,15,14,11.75,0,1,24,22,false,true,true,1,0
224,233,-9,16,16.642857,-9,908,859,49,0,0,0,0,11,14,14,3.545455,0,0,19,14,false,true,true,0.713,0.287
35,34,1,11.666667,17,1,1065,1030,35,0,0,0,0,83,3,2,0.409639,0,0,26,11,false,true,false,0.327,0.673
37,38,-1,12.333333,12.666667,-1,416,374,42,0,0,0,0,85,3,3,0.541176,1,0,6,14,false,true,true,0.782,0.218
305,201,104,16.052632,11.166667,104,1128,889,239,0,1,0,0.055556,-8,19,18,-5.875,0,1,12,15,false,true,true,1,0
346,323,23,19.222222,19,23,1334,1270,64,1,0,0.055556,0,-9,18,17,-4.111111,0,0,2,2,false,true,true,0.881,0.119
353,298,55,20.764706,18.625,55,892,819,73,0,1,0,0.0625,-14,17,16,-2.428571,0,0,4,2,false,true,true,0.995,0.005
285,217,68,15.833333,12.764706,68,416,374,42,0,0,0,0,3,18,17,15.333333,0,0,11,7,false,true,true,0.989,0.011
302,302,0,13.727273,13.727273,0,613,549,64,0,0,0,0,-35,22,22,-1.257143,0,0,1,1,true,true,true,0.999,0.001
91,106,-15,13,15.142857,-15,1221,1438,-217,0,0,0,0,58,7,7,0.775862,0,2,19,5,false,true,false,0.118,0.882
422,403,19,30.142857,28.785714,19,1935,2020,-85,0,1,0,0.071429,-11,14,14,-2.818182,0,0,3,2,false,true,true,1,0
50,41,9,25,20.5,9,1645,1777,-132,1,0,0.5,0,79,2,2,0.316456,0,0,19,10,false,true,true,0.823,0.177
298,257,41,21.285714,18.357143,41,948,933,15,1,0,0.071429,0,16,14,14,2.375,0,0,16,10,false,true,true,0.915,0.085
37,43,-6,12.333333,14.333333,-6,95,378,-283,0,0,0,0,78,3,3,0.448718,0,0,11,7,false,true,false,0.285,0.715
299,290,9,23,24.166667,9,1320,1339,-19,2,1,0.153846,0.083333,14,13,12,2.785714,0,0,24,16,false,true,true,0.785,0.215
20,0,20,20,0,20,310,359,-49,0,0,0,0,96,1,0,0.510417,0,0,10,0,false,true,false,0.29,0.71
214,151,63,26.75,21.571429,63,1297,1606,-309,1,0,0.125,0,43,8,7,0.697674,0,0,9,18,false,true,true,0.928,0.072
203,158,45,29,22.571429,45,1023,1070,-47,1,0,0.142857,0,46,7,7,0.695652,1,0,17,7,false,true,true,0.895,0.105
139,113,26,17.375,14.125,26,1011,921,90,0,0,0,0,49,8,8,1,0,0,12,22,false,true,true,0.684,0.316
6,16,-10,6,16,-10,1550,1546,4,0,0,0,0,92,1,1,0.326087,0,0,21,9,false,true,false,0.31,0.69
227,171,56,25.222222,21.375,56,695,671,24,0,0,0,0,32,9,8,1.03125,0,0,7,11,false,true,true,0.938,0.062
360,283,77,22.5,17.6875,77,904,668,236,0,0,0,0,-25,16,16,-1.36,0,0,2,1,false,true,true,1,0
307,205,102,19.1875,13.666667,102,1091,1078,13,0,0,0,0,9,16,15,4.777778,0,0,10,11,false,true,true,1,0
160,151,9,20,21.571429,9,838,786,52,0,1,0,0.142857,46,8,7,0.695652,1,0,10,13,false,true,true,0.64,0.36
322,316,6,20.125,19.75,6,786,976,-190,0,0,0,0,-11,16,16,-2.909091,0,0,4,2,true,true,true,0.812,0.188
136,88,48,19.428571,14.666667,48,913,871,42,0,0,0,0,55,7,6,0.781818,0,0,7,17,false,true,true,0.845,0.155
120,74,46,17.142857,10.571429,46,859,719,140,0,1,0,0.142857,47,7,7,1.12766,0,2,19,8,false,true,true,0.891,0.109
148,174,-26,21.142857,24.857143,-26,1177,1214,-37,0,0,0,0,51,7,7,0.686275,0,0,16,8,false,true,false,0.273,0.727
328,252,76,20.5,16.8,76,971,658,313,0,0,0,0,-8,16,15,-4.5,1,0,6,6,false,true,true,1,0
169,124,45,15.363636,12.4,45,1048,1000,48,0,0,0,0,40,11,10,1,0,1,15,15,false,true,true,0.832,0.168
370,171,199,33.636364,17.1,199,1513,1482,31,1,0,0.090909,0,16,11,10,2.0625,0,0,9,12,false,true,true,1,0
392,384,8,30.153846,29.538462,8,1302,1349,-47,0,1,0,0.076923,-7,13,13,-4,0,0,1,12,false,true,true,0.998,0.002
384,319,65,27.428571,24.538462,65,1408,1454,-46,1,0,0.071429,0,2,14,13,16,0,0,8,9,false,true,true,1,0
245,141,104,35,23.5,104,1510,1583,-73,1,0,0.142857,0,44,7,6,0.727273,0,0,10,9,false,true,true,0.986,0.014
22,0,22,22,0,22,1636,1576,60,0,0,0,0,95,1,0,0.357895,0,0,12,0,false,true,true,0.565,0.435
14,0,14,14,0,14,778,758,20,0,0,0,0,96,1,0,0.40625,0,0,7,0,false,true,true,0.568,0.432
248,230,18,17.714286,17.692308,18,1214,1176,38,0,0,0,0,20,14,13,1.8,0,0,12,11,false,true,true,0.61,0.39
54,14,40,27,14,40,1439,1294,145,0,0,0,0,86,2,1,0.418605,0,0,11,7,false,true,true,0.618,0.382
226,139,87,14.125,8.6875,87,310,359,-49,0,0,0,0,-3,16,16,-16.333333,0,0,7,17,false,true,true,1,0
112,88,24,22.4,22,24,1161,1166,-5,1,0,0.2,0,66,5,4,0.530303,0,1,8,15,false,true,true,0.532,0.468
233,169,64,21.181818,16.9,64,1270,1315,-45,0,0,0,0,27,11,10,1.333333,1,0,9,26,false,true,true,0.976,0.024
402,365,37,22.333333,21.470588,37,1144,1014,130,0,0,0,0,-22,18,17,-1.636364,0,0,1,1,false,true,true,1,0
66,72,-6,16.5,18,-6,1011,921,90,0,0,0,0,72,4,4,0.680556,0,0,12,14,false,true,false,0.479,0.521
86,33,53,28.666667,16.5,53,1530,1550,-20,0,0,0,0,82,3,2,0.414634,0,0,18,8,false,true,true,0.714,0.286
269,236,33,14.944444,13.882353,33,613,502,111,0,0,0,0,-12,18,17,-4.083333,1,0,9,21,false,true,true,0.981,0.019
256,180,76,21.333333,16.363636,76,1055,1050,5,0,0,0,0,23,12,11,1.478261,0,0,16,8,false,true,true,0.982,0.018
100,144,-44,16.666667,24,-44,1885,1846,39,0,1,0,0.166667,49,6,6,0.591837,1,0,11,9,false,true,false,0.308,0.692
248,279,-31,22.545455,27.9,-31,1419,1488,-69,0,1,0,0.1,14,11,10,2,1,0,8,10,false,true,false,0.191,0.809
187,158,29,15.583333,14.363636,29,758,750,8,0,0,0,0,20,12,11,1.85,0,1,19,8,false,true,true,0.814,0.186
396,205,191,30.461538,17.083333,191,820,783,37,1,0,0.076923,0,9,13,12,3.666667,0,0,7,13,false,true,true,1,0
333,246,87,37,27.333333,87,1645,1777,-132,2,0,0.222222,0,13,9,9,1.923077,0,0,13,7,false,true,true,1,0
154,171,-17,25.666667,34.2,-17,1489,1558,-69,0,1,0,0.2,59,6,5,0.474576,0,0,13,9,false,true,false,0.272,0.728
44,24,20,22,24,20,1176,1127,49,0,0,0,0,88,2,1,0.420455,0,0,16,14,false,true,false,0.44,0.56
249,243,6,19.153846,18.692308,6,1388,1477,-89,1,0,0.076923,0,16,13,13,3,1,0,10,12,false,true,true,0.603,0.397
127,109,18,21.166667,21.8,18,1040,925,115,0,0,0,0,61,6,5,0.704918,1,0,22,10,false,true,true,0.864,0.136
121,62,59,24.2,15.5,59,830,907,-77,1,0,0.2,0,68,5,4,0.573529,0,1,9,8,false,true,false,0.423,0.577
343,256,87,18.052632,13.473684,87,1048,1000,48,0,0,0,0,-15,19,19,-2.666667,0,1,1,2,false,true,true,1,0
236,207,29,23.6,23,29,290,416,-126,0,0,0,0,33,10,9,1.030303,0,0,11,14,false,true,true,0.755,0.245
111,90,21,15.857143,12.857143,21,303,342,-39,0,0,0,0,53,7,7,0.716981,1,0,22,14,false,true,true,0.729,0.271
335,240,95,25.769231,18.461538,95,1014,948,66,1,0,0.076923,0,9,13,13,3.666667,0,0,11,10,false,true,true,1,0
110,90,20,18.333333,15,20,1266,1247,19,0,0,0,0,57,6,6,0.561404,0,0,11,16,false,true,false,0.427,0.573
286,281,5,19.066667,20.071429,5,1334,1270,64,1,0,0.066667,0,11,15,14,3.363636,1,0,18,10,false,true,false,0.355,0.645
114,138,-24,16.285714,23,-24,334,446,-112,0,0,0,0,55,7,6,0.727273,0,0,11,10,false,true,false,0.079,0.921
90,37,53,22.5,12.333333,53,1397,1422,-25,1,0,0.25,0,78,4,3,0.461538,0,1,10,12,false,true,true,0.555,0.445
265,195,70,29.444444,24.375,70,1397,1195,202,1,0,0.111111,0,37,9,8,0.945946,0,0,18,10,false,true,true,0.851,0.149
224,190,34,20.363636,17.272727,34,885,719,166,0,0,0,0,27,11,11,1.407407,1,0,8,10,false,true,true,0.895,0.105
47,78,-31,15.666667,26,-31,1731,1691,40,0,0,0,0,78,3,3,0.435897,1,0,9,9,false,true,false,0.431,0.569
312,240,72,28.363636,24,72,1735,1770,-35,2,1,0.181818,0.1,14,11,10,2,0,1,17,11,false,true,true,0.876,0.124
239,260,-21,17.071429,20,-21,999,1011,-12,0,0,0,0,11,14,13,4.181818,1,0,12,25,false,true,false,0.103,0.897
242,111,131,30.25,13.875,131,1295,1477,-182,2,0,0.25,0,45,8,8,1.022222,0,0,25,7,false,true,true,0.947,0.053
234,269,-35,21.272727,26.9,-35,907,752,155,0,1,0,0.1,26,11,10,1.269231,0,0,10,15,false,true,false,0.079,0.921
195,120,75,27.857143,17.142857,75,976,965,11,1,0,0.142857,0,44,7,7,0.727273,0,1,10,15,false,true,true,0.872,0.128
187,248,-61,15.583333,20.666667,-61,999,1011,-12,0,0,0,0,20,12,12,2.3,0,0,10,25,false,true,false,0.01,0.99
409,284,125,14.103448,10.142857,125,1413,1422,-9,0,0,0,0,-32,29,28,-1.78125,0,0,3,1,true,true,true,1,0
190,94,96,14.615385,7.230769,96,859,719,140,0,1,0,0.076923,17,13,13,3.117647,0,1,17,13,false,true,true,0.99,0.01
296,213,83,29.6,23.666667,83,1148,1164,-16,1,1,0.1,0.111111,19,10,9,1.315789,0,0,16,9,false,true,true,0.986,0.014
189,151,38,27,25.166667,38,1210,1253,-43,0,1,0,0.166667,47,7,6,0.723404,0,0,19,16,false,true,true,0.852,0.148
240,172,68,20,15.636364,68,739,480,259,1,0,0.083333,0,23,12,11,1.565217,0,1,11,9,false,true,true,0.948,0.052
350,325,25,23.333333,21.666667,25,1344,1325,19,1,0,0.066667,0,-14,15,15,-2.214286,0,0,2,3,false,true,true,1,0
116,93,23,16.571429,15.5,23,864,808,56,1,0,0.142857,0,48,7,6,0.708333,1,0,7,11,false,true,true,0.935,0.065
294,257,37,13.363636,12.238095,37,947,909,38,0,0,0,0,-35,22,21,-1.314286,0,0,1,15,false,true,true,1,0
205,155,50,22.777778,19.375,50,856,897,-41,0,0,0,0,31,9,8,1.129032,0,1,9,17,false,true,true,0.802,0.198
165,133,32,16.5,14.777778,32,777,830,-53,0,0,0,0,39,10,9,1.051282,0,0,14,12,false,true,true,0.709,0.291
89,53,36,22.25,17.666667,36,1305,1390,-85,0,0,0,0,75,4,3,0.48,0,0,23,16,false,true,true,0.666,0.334
139,64,75,19.857143,10.666667,75,415,518,-103,0,0,0,0,60,7,6,0.633333,1,0,7,26,false,true,true,0.979,0.021
359,281,78,19.944444,16.529412,78,1551,1550,1,0,0,0,0,-19,18,17,-2.210526,0,1,5,6,false,true,true,1,0
220,141,79,20,14.1,79,566,542,24,0,0,0,0,29,11,10,1.413793,0,1,20,7,false,true,true,0.951,0.049
351,305,46,18.473684,16.944444,46,904,783,121,0,0,0,0,-19,19,18,-2.210526,1,0,3,5,false,true,true,1,0
310,213,97,34.444444,23.666667,97,1245,1241,4,1,1,0.111111,0.111111,26,9,9,1.115385,0,0,15,10,false,true,true,0.989,0.011
213,178,35,15.214286,13.692308,35,1029,1075,-46,0,0,0,0,24,14,13,2,2,0,6,23,false,true,true,0.817,0.183
132,91,41,22,15.166667,41,1069,917,152,0,0,0,0,61,6,6,0.557377,0,1,7,7,false,true,true,0.847,0.153
138,121,17,19.714286,17.285714,17,971,658,313,0,0,0,0,53,7,7,0.679245,0,1,15,16,false,true,true,0.524,0.476
319,305,14,18.764706,19.0625,14,786,847,-61,0,0,0,0,-11,17,16,-3.090909,0,0,2,4,false,true,false,0.44,0.56
356,323,33,29.666667,29.363636,33,1428,1452,-24,1,2,0.083333,0.181818,10,12,11,3.1,0,0,9,17,false,true,true,0.94,0.06
288,268,20,22.153846,22.333333,20,795,830,-35,1,1,0.076923,0.083333,10,13,12,4.2,0,0,14,10,false,true,true,0.902,0.098
108,57,51,15.428571,8.142857,51,1428,1302,126,0,0,0,0,55,7,7,0.963636,0,1,19,15,false,true,true,0.88,0.12
10,33,-23,10,33,-23,1211,1173,38,0,0,0,0,93,1,1,0.376344,0,0,17,13,false,true,false,0.271,0.729
344,318,26,22.933333,21.2,26,1014,1303,-289,1,0,0.066667,0,-7,15,15,-5.428571,0,0,6,13,false,true,true,0.988,0.012
0,0,0,0,0,0,1093,1100,-7,0,0,0,0,100,1,0,0.32,0,0,12,0,false,true,true,0.555,0.445
67,201,-134,16.75,50.25,-134,1554,1716,-162,0,1,0,0.25,62,4,4,0.564516,1,0,7,7,false,true,false,0.03,0.97
351,320,31,23.4,22.857143,31,971,761,210,1,0,0.066667,0,-9,15,14,-3.333333,0,0,7,11,false,true,true,0.999,0.001
244,120,124,24.4,12,124,554,342,212,0,0,0,0,27,10,10,1.333333,0,0,9,21,false,true,true,0.996,0.004
61,28,33,30.5,28,33,1153,1065,88,0,0,0,0,87,2,1,0.321839,0,1,15,25,false,true,false,0.43,0.57
332,216,116,19.529412,13.5,116,925,801,124,1,0,0.058824,0,-2,17,16,-20,0,0,7,9,false,true,true,1,0
26,34,-8,13,34,-8,1606,1544,62,0,0,0,0,92,2,1,0.48913,1,0,14,7,false,true,false,0.443,0.557
285,250,35,15,13.888889,35,826,771,55,0,0,0,0,-5,19,18,-9,0,0,7,7,false,true,true,0.994,0.006
164,221,-57,23.428571,31.571429,-57,1554,1716,-162,1,1,0.142857,0.142857,43,7,7,0.813953,0,0,18,8,false,true,false,0.302,0.698
73,53,20,14.6,10.6,20,1069,1040,29,0,0,0,0,64,5,5,0.6875,0,2,22,10,false,true,true,0.658,0.342
277,256,21,23.083333,21.333333,21,758,796,-38,0,0,0,0,16,12,12,2.375,0,0,11,8,false,true,true,0.89,0.11
379,287,92,23.6875,17.9375,92,1394,1118,276,0,1,0,0.0625,-8,16,16,-4.625,0,0,14,2,false,true,true,1,0
24,18,6,24,18,6,1510,1583,-73,0,0,0,0,89,1,1,0.359551,1,0,7,22,false,true,true,0.728,0.272
88,84,4,22,21,4,1237,1277,-40,0,0,0,0,66,4,4,0.439394,0,0,19,20,false,true,false,0.452,0.548
264,264,0,16.5,16.5,0,859,822,37,0,0,0,0,-5,16,16,-7.6,1,0,9,8,false,true,true,0.843,0.157
428,408,20,26.75,27.2,20,1935,2020,-85,0,1,0,0.066667,-17,16,15,-1.823529,0,0,1,2,true,true,true,0.996,0.004
359,288,71,32.636364,26.181818,71,1197,1127,70,0,0,0,0,10,11,11,3,1,0,14,9,false,true,true,1,0
341,317,24,20.058824,19.8125,24,869,820,49,0,1,0,0.0625,-16,17,16,-2.3125,0,0,4,5,false,true,true,0.912,0.088
399,319,80,15.346154,12.76,80,1583,1422,161,1,0,0.038462,0,-18,26,25,-2.833333,0,0,2,7,true,true,true,1,0
330,336,-6,17.368421,18.666667,-6,1782,1512,270,1,1,0.052632,0.055556,-21,19,18,-2,0,0,2,1,false,true,true,1,0
315,264,51,19.6875,17.6,51,1210,1253,-43,0,1,0,0.066667,-8,16,15,-4.375,1,0,4,11,false,true,true,0.984,0.016
319,286,33,17.722222,15.888889,33,1159,1051,108,0,0,0,0,-15,18,18,-2.666667,0,0,5,8,false,true,true,0.997,0.003
245,224,21,20.416667,20.363636,21,1782,1512,270,1,1,0.083333,0.090909,24,12,11,1.75,0,0,11,12,false,true,true,1,0
193,106,87,27.571429,17.666667,87,1051,1030,21,0,0,0,0,52,7,6,0.576923,0,0,11,7,false,true,true,0.952,0.048
369,312,57,23.0625,20.8,57,1554,1622,-68,2,0,0.125,0,-19,16,15,-1.631579,0,0,3,4,true,true,true,1,0
83,116,-33,13.833333,23.2,-33,1265,1045,220,0,0,0,0,58,6,5,0.724138,0,2,20,6,false,true,false,0.104,0.896
248,258,-10,20.666667,21.5,-10,1100,1008,92,1,0,0.083333,0,17,12,12,2.117647,0,0,18,8,false,true,false,0.299,0.701
368,321,47,21.647059,18.882353,47,960,1070,-110,1,0,0.058824,0,-17,17,17,-2.058824,0,0,1,1,false,true,true,1,0
273,184,89,34.125,26.285714,89,1826,1656,170,2,0,0.25,0,35,8,7,0.771429,0,0,7,13,false,true,true,1,0
317,289,28,22.642857,22.230769,28,992,1100,-108,2,0,0.142857,0,6,14,13,5.666667,0,0,14,16,false,true,true,0.862,0.138
57,33,24,14.25,8.25,24,1176,1076,100,0,0,0,0,81,4,4,0.728395,0,0,17,7,false,true,true,0.736,0.264
400,314,86,26.666667,20.933333,86,971,1180,-209,1,1,0.066667,0.066667,-6,15,15,-5.333333,0,0,3,3,false,true,true,1,0
320,258,62,16.842105,13.578947,62,566,542,24,0,0,0,0,-14,19,19,-2.928571,0,0,4,1,false,true,true,1,0
363,308,55,27.923077,25.666667,55,1454,1531,-77,1,1,0.076923,0.083333,0,13,12,0,0,0,8,8,false,true,true,0.991,0.009
42,31,11,14,15.5,11,1156,1114,42,0,0,0,0,77,3,2,0.415584,1,0,8,7,false,true,true,0.571,0.429
156,209,-53,17.333333,23.222222,-53,947,810,137,0,1,0,0.111111,39,9,9,1.076923,0,0,31,13,false,true,false,0.378,0.622
158,122,36,22.571429,17.428571,36,1397,1422,-25,1,0,0.142857,0,57,7,7,0.631579,0,2,7,8,false,true,true,0.681,0.319
231,184,47,23.1,18.4,47,1170,1156,14,1,0,0.1,0,28,10,10,1.357143,1,0,8,13,false,true,true,0.958,0.042
61,34,27,20.333333,11.333333,27,1181,1069,112,0,0,0,0,77,3,3,0.480519,1,0,12,17,false,true,true,0.887,0.113
288,262,26,16,14.555556,26,371,435,-64,0,0,0,0,-18,18,18,-2.444444,0,0,4,3,false,true,true,0.984,0.016
208,139,69,18.909091,12.636364,69,415,518,-103,0,0,0,0,34,11,11,1.117647,1,0,12,20,false,true,true,0.98,0.02
124,79,45,20.666667,13.166667,45,904,783,121,0,0,0,0,64,6,6,0.65625,1,0,15,27,false,true,true,0.927,0.073
28,0,28,28,0,28,916,837,79,0,0,0,0,96,1,0,0.416667,0,0,10,0,false,true,true,0.703,0.297
262,261,1,18.714286,20.076923,1,1181,1149,32,0,1,0,0.076923,20,14,13,2.25,1,0,8,21,false,true,true,0.508,0.492
320,219,101,21.333333,15.642857,101,1055,1050,5,0,0,0,0,4,15,14,8.5,1,0,6,9,false,true,true,1,0
543,193,350,36.2,13.785714,350,1431,825,606,2,1,0.133333,0.071429,0,15,14,0,0,0,4,16,false,true,true,1,0
350,336,14,16.666667,16,14,1782,1512,270,1,1,0.047619,0.047619,-26,21,21,-1.615385,0,0,1,1,true,true,true,1,0
85,69,16,21.25,17.25,16,904,783,121,0,0,0,0,73,4,4,0.575342,1,0,11,18,false,true,true,0.869,0.131
161,134,27,26.833333,22.333333,27,1030,998,32,0,0,0,0,53,6,6,0.716981,0,0,7,15,false,true,true,0.735,0.265
268,284,-16,24.363636,25.818182,-16,1636,1576,60,0,2,0,0.181818,15,11,11,2.266667,0,0,17,18,false,true,false,0.421,0.579
184,157,27,20.444444,17.444444,27,518,533,-15,1,0,0.111111,0,35,9,9,1,0,0,14,7,false,true,true,0.889,0.111
232,214,18,21.090909,19.454545,18,1078,1130,-52,0,1,0,0.090909,25,11,11,1.56,0,0,11,27,false,true,true,0.73,0.27
93,107,-14,15.5,17.833333,-14,1221,1266,-45,0,0,0,0,56,6,6,0.625,0,0,7,16,false,true,false,0.272,0.728
370,300,70,23.125,18.75,70,804,988,-184,2,0,0.125,0,-17,16,16,-1.941176,0,0,1,3,false,true,true,1,0
216,233,-17,24,29.125,-17,1885,1846,39,1,1,0.111111,0.125,27,9,8,1.074074,1,0,24,8,false,true,true,0.583,0.417
356,219,137,27.384615,18.25,137,1075,1027,48,2,0,0.153846,0,9,13,12,4.111111,0,1,26,9,false,true,true,1,0
402,262,140,19.142857,13.1,140,1413,1422,-9,0,0,0,0,-20,21,20,-2.85,0,0,5,7,false,true,true,1,0
216,200,16,24,22.222222,16,977,976,1,0,0,0,0,42,9,9,0.809524,1,0,8,7,false,true,true,0.758,0.242
182,150,32,18.2,15,32,416,306,110,0,0,0,0,36,10,10,1.166667,0,0,14,13,false,true,true,0.934,0.066
94,38,56,31.333333,19,56,809,868,-59,1,0,0.333333,0,78,3,2,0.410256,0,0,16,7,false,true,true,0.63,0.37
113,110,3,14.125,13.75,3,719,614,105,0,0,0,0,49,8,8,0.877551,0,1,18,9,false,true,true,0.642,0.358
76,18,58,25.333333,9,58,1127,1176,-49,0,0,0,0,81,3,2,0.518519,0,0,18,11,false,true,true,0.657,0.343
168,125,43,24,17.857143,43,1489,1445,44,0,0,0,0,48,7,7,0.666667,0,0,12,11,false,true,true,0.61,0.39
