"first_player_current_score","second_player_current_score","current_score_difference","first_player_average_score","second_player_average_score","average_score_difference","first_player_rating","second_player_rating","rating_difference","first_player_number_of_bingos","second_player_number_of_bingos","first_player_average_number_of_bingos","second_player_average_number_of_bingos","next_player","number_of_tiles_left","first_player_number_of_turns","second_player_number_of_turns","progress","first_player_rack_blanks","second_player_rack_blanks","first_player_rack_value","second_player_rack_value","final_turn","first_player_final_score","second_player_final_score","final_score_difference","actual_outcome","predicted_outcome","first_player_probability","second_player_probability"
141,138,3,14.1,15.3333333333333,3,814,830,-16,0,0,0,0,"first_player",37,10,9,1.10810810810811,0,0,19,30,"false",285,356,-71,"false","false",0.408431726992318,0.591568273007682
141,150,-9,14.1,15,-9,814,830,-16,0,0,0,0,"second_player",31,10,10,1.32258064516129,0,0,19,28,"false",285,356,-71,"false","false",0.460774280055531,0.539225719944469
145,166,-21,12.0833333333333,15.0909090909091,-21,814,830,-16,0,0,0,0,"first_player",25,12,11,1.64,0,0,19,28,"false",285,356,-71,"false","false",0.256354534658099,0.743645465341901
145,190,-45,12.0833333333333,15.8333333333333,-45,814,830,-16,0,0,0,0,"second_player",22,12,12,1.86363636363636,0,0,19,25,"false",285,356,-71,"false","false",0.221216123745876,0.778783876254124
170,201,-31,12.1428571428571,15.4615384615385,-31,814,830,-16,0,0,0,0,"first_player",12,14,13,3.41666666666667,0,1,19,25,"false",285,356,-71,"false","false",0.145833898240262,0.854166101759738
170,224,-54,12.1428571428571,16,-54,814,830,-16,0,0,0,0,"second_player",9,14,14,4.55555555555556,0,1,19,23,"false",285,356,-71,"false","false",0.12372353912367,0.87627646087633
176,231,-55,11.7333333333333,15.4,-55,814,830,-16,0,0,0,0,"second_player",2,15,15,20.5,0,1,19,23,"false",285,356,-71,"false","false",0.118968344515144,0.881031655484856
224,231,-7,14,15.4,-7,814,830,-16,0,0,0,0,"first_player",-1,16,15,-41,0,1,10,23,"false",285,356,-71,"false","false",0.274807275817546,0.725192724182454
224,283,-59,14,17.6875,-59,814,830,-16,0,0,0,0,"second_player",-6,16,16,-6.83333333333333,0,0,10,14,"false",285,356,-71,"false","false",0.158880156433871,0.841119843566129
238,312,-74,14,18.3529411764706,-74,814,830,-16,0,0,0,0,"second_player",-12,17,17,-3.41666666666667,0,0,12,9,"false",285,356,-71,"false","false",0.109011585233454,0.890988414766546
254,329,-75,14.1111111111111,18.2777777777778,-75,814,830,-16,0,0,0,0,"second_player",-19,18,18,-2.15789473684211,0,0,10,5,"false",285,356,-71,"false","false",0.109235095640251,0.890764904359749
295,341,-46,14.75,17.9473684210526,-46,814,830,-16,0,0,0,0,"first_player",-31,20,19,-1.32258064516129,0,0,5,2,"false",285,356,-71,"false","false",0.157218127636962,0.842781872363038
295,346,-51,14.047619047619,17.3,-51,814,830,-16,0,0,0,0,"first_player",-36,21,20,-1.13888888888889,0,0,5,2,"true",285,356,-71,"false","false",0.137176283025002,0.862823716974998
16,0,16,16,0,16,554,342,212,0,0,0,0,"first_player",96,1,0,0.375,0,0,19,0,"false",373,224,149,"true","true",0.730530967726834,0.269469032273166
16,7,9,16,7,9,554,342,212,0,0,0,0,"second_player",93,1,1,0.387096774193548,0,0,19,17,"false",373,224,149,"true","true",0.735465245709545,0.264534754290455
46,7,39,23,7,39,554,342,212,0,0,0,0,"first_player",89,2,1,0.404494382022472,0,0,13,17,"false",373,224,149,"true","true",0.800395532842345,0.199604467157655
79,46,33,26.3333333333333,23,33,554,342,212,0,0,0,0,"first_player",81,3,2,0.444444444444444,0,0,14,10,"false",373,224,149,"true","true",0.759046936651457,0.240953063348543
112,62,50,28,20.6666666666667,50,554,342,212,0,0,0,0,"first_player",72,4,3,0.5,0,1,10,7,"false",373,224,149,"true","true",0.787817513556959,0.212182486443041
112,71,41,28,17.75,41,554,342,212,0,0,0,0,"second_player",69,4,4,0.521739130434783,0,1,10,6,"false",373,224,149,"true","true",0.836178335512133,0.163821664487867
134,71,63,26.8,17.75,63,554,342,212,0,0,0,0,"first_player",66,5,4,0.545454545454545,0,1,12,6,"false",373,224,149,"true","true",0.861178158015952,0.138821841984048
134,81,53,26.8,16.2,53,554,342,212,0,0,0,0,"second_player",63,5,5,0.571428571428571,0,0,12,7,"false",373,224,149,"true","true",0.928866883314037,0.0711331166859626
158,81,77,26.3333333333333,16.2,77,554,342,212,0,0,0,0,"first_player",60,6,5,0.6,0,0,12,7,"false",373,224,149,"true","true",0.944600605004006,0.0553993949959939
158,88,70,26.3333333333333,14.6666666666667,70,554,342,212,0,0,0,0,"second_player",57,6,6,0.631578947368421,0,0,12,7,"false",373,224,149,"true","true",0.963728864654554,0.0362711353454459
184,88,96,26.2857142857143,14.6666666666667,96,554,342,212,0,0,0,0,"first_player",53,7,6,0.679245283018868,0,0,9,7,"false",373,224,149,"true","true",0.973773285062608,0.0262267149373924
184,93,91,26.2857142857143,13.2857142857143,91,554,342,212,0,0,0,0,"second_player",49,7,7,0.73469387755102,0,0,9,19,"false",373,224,149,"true","true",0.981787007006212,0.0182129929937875
198,93,105,24.75,13.2857142857143,105,554,342,212,0,0,0,0,"first_player",46,8,7,0.782608695652174,0,0,12,19,"false",373,224,149,"true","true",0.9803226421618,0.0196773578381996
198,99,99,24.75,12.375,99,554,342,212,0,0,0,0,"second_player",43,8,8,0.837209302325581,0,0,12,18,"false",373,224,149,"true","true",0.988812995133327,0.011187004866673
228,111,117,25.3333333333333,12.3333333333333,117,554,342,212,0,0,0,0,"second_player",35,9,9,1.02857142857143,0,0,10,16,"false",373,224,149,"true","true",0.995738409718022,0.00426159028197759
287,133,154,23.9166666666667,12.0909090909091,154,554,342,212,0,0,0,0,"first_player",16,12,11,2.25,1,0,7,28,"false",373,224,149,"true","true",0.999359242172885,0.000640757827115257
287,149,138,23.9166666666667,12.4166666666667,138,554,342,212,0,0,0,0,"second_player",14,12,12,2.57142857142857,1,0,7,19,"false",373,224,149,"true","true",0.999518187663614,0.000481812336385667
318,149,169,24.4615384615385,12.4166666666667,169,554,342,212,0,0,0,0,"first_player",9,13,12,4,1,0,13,19,"false",373,224,149,"true","true",0.999856439727723,0.000143560272276799
318,176,142,24.4615384615385,13.5384615384615,142,554,342,212,0,0,0,0,"second_player",3,13,13,12,1,0,13,22,"false",373,224,149,"true","true",0.999682465115527,0.000317534884473059
334,176,158,23.8571428571429,13.5384615384615,158,554,342,212,0,0,0,0,"first_player",0,14,13,0,0,0,7,22,"false",373,224,149,"true","true",0.998844036889742,0.00115596311025778
334,207,127,23.8571428571429,14.7857142857143,127,554,342,212,0,0,0,0,"second_player",-5,14,14,-7.2,0,0,7,19,"false",373,224,149,"true","true",0.997611291225596,0.00238870877440411
351,207,144,23.4,14.7857142857143,144,554,342,212,0,0,0,0,"first_player",-8,15,14,-4.5,0,0,4,19,"false",373,224,149,"true","true",0.997352542076816,0.00264745792318355
355,224,131,22.1875,14,131,554,342,212,0,0,0,0,"second_player",-15,16,16,-2.4,0,0,2,4,"false",373,224,149,"true","true",0.998444456168093,0.00155554383190704
363,224,139,21.3529411764706,14,139,554,342,212,0,0,0,0,"first_player",-17,17,16,-2.11764705882353,0,0,1,4,"false",373,224,149,"true","true",0.997222636138008,0.00277736386199212
365,224,141,20.2777777777778,13.1764705882353,141,554,342,212,0,0,0,0,"first_player",-19,18,17,-1.89473684210526,0,0,1,4,"false",373,224,149,"true","true",0.997423315620522,0.00257668437947833
20,0,20,20,0,20,1195,1397,-202,0,0,0,0,"first_player",95,1,0,0.421052631578947,0,0,9,0,"false",300,387,-87,"false","false",0.499449675739594,0.500550324260406
20,0,20,20,0,20,1195,1397,-202,0,0,0,0,"second_player",95,1,1,0.421052631578947,0,1,9,10,"false",300,387,-87,"false","false",0.492559882938838,0.507440117061162
39,0,39,19.5,0,39,1195,1397,-202,0,0,0,0,"first_player",91,2,1,0.43956043956044,0,1,7,10,"false",300,387,-87,"false","true",0.501814736265221,0.498185263734779
52,47,5,13,15.6666666666667,5,1195,1397,-202,0,0,0,0,"first_player",79,4,3,0.506329113924051,0,1,7,6,"false",300,387,-87,"false","false",0.236159369004527,0.763840630995473
75,128,-53,15,32,-53,1195,1397,-202,0,1,0,0.25,"first_player",66,5,4,0.606060606060606,0,0,11,13,"false",300,387,-87,"false","false",0.0728612941122114,0.927138705887789
75,160,-85,15,32,-85,1195,1397,-202,0,1,0,0.2,"second_player",63,5,5,0.634920634920635,0,0,11,9,"false",300,387,-87,"false","false",0.0415742479581551,0.958425752041845
107,173,-66,15.2857142857143,28.8333333333333,-66,1195,1397,-202,0,1,0,0.166666666666667,"first_player",54,7,6,0.740740740740741,0,0,9,16,"false",300,387,-87,"false","false",0.0393259911108833,0.960674008889117
120,195,-75,15,24.375,-75,1195,1397,-202,0,1,0,0.125,"second_player",48,8,8,0.833333333333333,0,0,10,14,"false",300,387,-87,"false","false",0.0560272386911127,0.943972761308887
126,221,-95,14,24.5555555555556,-95,1195,1397,-202,0,1,0,0.111111111111111,"second_player",42,9,9,0.952380952380952,0,0,13,10,"false",300,387,-87,"false","false",0.0279084760095699,0.97209152399043
151,221,-70,15.1,24.5555555555556,-70,1195,1397,-202,0,1,0,0.111111111111111,"first_player",39,10,9,1.02564102564103,0,0,11,10,"false",300,387,-87,"false","false",0.0375118444112603,0.96248815558874
151,244,-93,15.1,24.4,-93,1195,1397,-202,0,1,0,0.1,"second_player",37,10,10,1.08108108108108,0,0,11,9,"false",300,387,-87,"false","false",0.0289743679702387,0.971025632029761
163,244,-81,14.8181818181818,22.1818181818182,-81,1195,1397,-202,0,1,0,0.0909090909090909,"second_player",33,11,11,1.21212121212121,0,0,11,7,"false",300,387,-87,"false","false",0.0492102920397893,0.950789707960211
173,244,-71,14.4166666666667,20.3333333333333,-71,1195,1397,-202,0,1,0,0.0833333333333333,"second_player",30,12,12,1.33333333333333,0,0,9,8,"false",300,387,-87,"false","false",0.0673293841794882,0.932670615820512
191,244,-53,14.6923076923077,20.3333333333333,-53,1195,1397,-202,0,1,0,0.0833333333333333,"first_player",25,13,12,1.6,0,0,8,8,"false",300,387,-87,"false","false",0.0703982979247855,0.929601702075215
213,248,-35,15.2142857142857,19.0769230769231,-35,1195,1397,-202,0,1,0,0.0769230769230769,"first_player",19,14,13,2.10526315789474,0,0,11,7,"false",300,387,-87,"false","false",0.137661754319828,0.862338245680172
235,327,-92,15.6666666666667,23.3571428571429,-92,1195,1397,-202,0,2,0,0.142857142857143,"first_player",8,15,14,5,0,1,18,13,"false",300,387,-87,"false","false",0.0107980018700056,0.989201998129994
235,346,-111,15.6666666666667,23.0666666666667,-111,1195,1397,-202,0,2,0,0.133333333333333,"second_player",5,15,15,8,0,1,18,11,"false",300,387,-87,"false","false",0.0100180015511339,0.989981998448866
259,370,-111,16.1875,23.125,-111,1195,1397,-202,0,2,0,0.125,"second_player",0,16,16,0,0,1,9,9,"false",300,387,-87,"false","false",0.00831132881524765,0.991688671184752
265,370,-105,15.5882352941176,23.125,-105,1195,1397,-202,0,2,0,0.125,"first_player",-2,17,16,-20,0,1,12,9,"false",300,387,-87,"false","false",0.00544151969917062,0.994558480300829
265,379,-114,15.5882352941176,22.2941176470588,-114,1195,1397,-202,0,2,0,0.117647058823529,"second_player",-4,17,17,-10,0,1,12,6,"false",300,387,-87,"false","false",0.00841046113097743,0.991589538869023
280,383,-103,15.5555555555556,21.2777777777778,-103,1195,1397,-202,0,2,0,0.111111111111111,"second_player",-12,18,18,-3.33333333333333,0,1,6,4,"false",300,387,-87,"false","false",0.0134340517180231,0.986565948281977
296,387,-91,14.8,19.35,-91,1195,1397,-202,0,2,0,0.1,"second_player",-21,20,20,-1.9047619047619,0,1,4,2,"true",300,387,-87,"false","false",0.023209597278837,0.976790402721163
16,0,16,16,0,16,837,844,-7,0,0,0,0,"first_player",97,1,0,0.422680412371134,0,0,9,0,"false",280,367,-87,"false","true",0.576829393045553,0.423170606954447
34,27,7,17,27,7,837,844,-7,0,0,0,0,"first_player",91,2,1,0.450549450549451,0,1,7,9,"false",280,367,-87,"false","false",0.314578273813189,0.685421726186811
34,42,-8,17,21,-8,837,844,-7,0,0,0,0,"second_player",88,2,2,0.465909090909091,0,1,7,18,"false",280,367,-87,"false","false",0.318276301334626,0.681723698665374
43,42,1,14.3333333333333,21,1,837,844,-7,0,0,0,0,"first_player",85,3,2,0.482352941176471,0,1,11,18,"false",280,367,-87,"false","false",0.277402280785421,0.722597719214579
43,88,-45,14.3333333333333,29.3333333333333,-45,837,844,-7,0,0,0,0,"second_player",83,3,3,0.493975903614458,0,1,11,16,"false",280,367,-87,"false","false",0.11803842073681,0.88196157926319
105,154,-49,15,25.6666666666667,-49,837,844,-7,0,0,0,0,"first_player",63,7,6,0.650793650793651,0,1,10,12,"false",280,367,-87,"false","false",0.0628380510216934,0.937161948978307
105,182,-77,15,26,-77,837,844,-7,0,0,0,0,"second_player",60,7,7,0.683333333333333,0,1,10,7,"false",280,367,-87,"false","false",0.0443561194914839,0.955643880508516
119,182,-63,14.875,26,-63,837,844,-7,0,0,0,0,"first_player",58,8,7,0.706896551724138,1,1,6,7,"false",280,367,-87,"false","false",0.0681726314309956,0.931827368569004
127,198,-71,14.1111111111111,24.75,-71,837,844,-7,0,0,0,0,"first_player",52,9,8,0.788461538461538,1,1,6,8,"false",280,367,-87,"false","false",0.0509539895393416,0.949046010460658
139,210,-71,13.9,23.3333333333333,-71,837,844,-7,0,0,0,0,"first_player",46,10,9,0.891304347826087,1,1,6,10,"false",280,367,-87,"false","false",0.050777101760509,0.949222898239491
139,242,-103,12.6363636363636,22,-103,837,844,-7,0,0,0,0,"second_player",40,11,11,1.025,1,1,9,7,"false",280,367,-87,"false","false",0.0306176585809729,0.969382341419027
192,254,-62,14.7692307692308,21.1666666666667,-62,837,844,-7,0,0,0,0,"first_player",29,13,12,1.41379310344828,1,1,12,6,"false",280,367,-87,"false","false",0.0861225791944318,0.913877420805568
192,264,-72,14.7692307692308,20.3076923076923,-72,837,844,-7,0,0,0,0,"second_player",26,13,13,1.57692307692308,1,1,12,6,"false",280,367,-87,"false","false",0.110199609316686,0.889800390683314
233,288,-55,15.5333333333333,20.5714285714286,-55,837,844,-7,0,0,0,0,"first_player",14,15,14,2.92857142857143,1,0,14,16,"false",280,367,-87,"false","false",0.153538625623622,0.846461374376378
240,325,-85,15,21.6666666666667,-85,837,844,-7,0,0,0,0,"first_player",8,16,15,5.125,1,0,10,7,"false",280,367,-87,"false","false",0.0590851215149394,0.940914878485061
257,358,-101,14.2777777777778,19.8888888888889,-101,837,844,-7,0,0,0,0,"second_player",-9,18,18,-4.55555555555556,1,0,4,2,"false",280,367,-87,"false","false",0.065634304022523,0.934365695977477
273,358,-85,14.3684210526316,19.8888888888889,-85,837,844,-7,0,0,0,0,"first_player",-12,19,18,-3.41666666666667,0,0,4,2,"false",280,367,-87,"false","false",0.0328981299895241,0.967101870010476
273,360,-87,14.3684210526316,18.9473684210526,-87,837,844,-7,0,0,0,0,"second_player",-14,19,19,-2.92857142857143,0,0,4,1,"false",280,367,-87,"false","false",0.060869443266825,0.939130556733175
280,363,-83,14,18.15,-83,837,844,-7,0,0,0,0,"second_player",-18,20,20,-2.27777777777778,0,0,2,1,"false",280,367,-87,"false","false",0.0678114769240378,0.932188523075962
280,363,-83,13.3333333333333,18.15,-83,837,844,-7,0,0,0,0,"first_player",-18,21,20,-2.27777777777778,0,0,2,1,"true",280,367,-87,"false","false",0.0339835671094117,0.966016432890588
10,0,10,10,0,10,527,954,-427,0,0,0,0,"first_player",97,1,0,0.360824742268041,0,0,11,0,"false",329,415,-86,"false","false",0.326682986696683,0.673317013303317
10,16,-6,10,16,-6,527,954,-427,0,0,0,0,"second_player",92,1,1,0.380434782608696,0,0,11,13,"false",329,415,-86,"false","false",0.267338414057224,0.732661585942776
24,16,8,12,16,8,527,954,-427,0,0,0,0,"first_player",88,2,1,0.397727272727273,0,0,20,13,"false",329,415,-86,"false","false",0.281810068927208,0.718189931072792
24,34,-10,12,17,-10,527,954,-427,0,0,0,0,"second_player",85,2,2,0.411764705882353,0,0,20,13,"false",329,415,-86,"false","false",0.273750486454712,0.726249513545288
47,34,13,15.6666666666667,17,13,527,954,-427,0,0,0,0,"first_player",83,3,2,0.421686746987952,0,0,21,13,"false",329,415,-86,"false","false",0.317259128840583,0.682740871159417
67,58,9,16.75,19.3333333333333,9,527,954,-427,0,0,0,0,"first_player",77,4,3,0.454545454545455,0,0,19,10,"false",329,415,-86,"false","false",0.288259185738253,0.711740814261747
106,117,-11,17.6666666666667,23.4,-11,527,954,-427,0,0,0,0,"first_player",62,6,5,0.564516129032258,0,1,27,10,"false",329,415,-86,"false","false",0.133512032217813,0.866487967782187
130,137,-7,18.5714285714286,22.8333333333333,-7,527,954,-427,0,0,0,0,"first_player",56,7,6,0.625,0,1,26,10,"false",329,415,-86,"false","false",0.149406764558224,0.850593235441776
150,160,-10,18.75,22.8571428571429,-10,527,954,-427,0,0,0,0,"first_player",51,8,7,0.686274509803922,0,1,23,13,"false",329,415,-86,"false","false",0.124491772316241,0.875508227683759
168,164,4,18.6666666666667,20.5,4,527,954,-427,0,0,0,0,"first_player",45,9,8,0.777777777777778,0,2,25,12,"false",329,415,-86,"false","false",0.138113880611985,0.861886119388015
168,172,-4,18.6666666666667,19.1111111111111,-4,527,954,-427,0,0,0,0,"second_player",43,9,9,0.813953488372093,0,2,25,12,"false",329,415,-86,"false","false",0.180263020408775,0.819736979591225
207,222,-15,18.8181818181818,20.1818181818182,-15,527,954,-427,0,0,0,0,"second_player",31,11,11,1.12903225806452,0,2,26,8,"false",329,415,-86,"false","false",0.138190079395141,0.861809920604859
234,245,-11,18,20.4166666666667,-11,527,954,-427,0,0,0,0,"first_player",21,13,12,1.66666666666667,0,2,23,5,"false",329,415,-86,"false","false",0.0915029642144487,0.908497035785551
234,311,-77,18,23.9230769230769,-77,527,954,-427,0,1,0,0.0769230769230769,"second_player",14,13,13,2.5,0,0,23,19,"false",329,415,-86,"false","false",0.0381874184401829,0.961812581559817
265,311,-46,18.9285714285714,23.9230769230769,-46,527,954,-427,0,1,0,0.0769230769230769,"first_player",11,14,13,3.18181818181818,0,0,17,19,"false",329,415,-86,"false","false",0.0582995174169588,0.941700482583041
281,361,-80,18.7333333333333,25.7857142857143,-80,527,954,-427,0,1,0,0.0714285714285714,"first_player",3,15,14,11.6666666666667,0,0,18,10,"false",329,415,-86,"false","false",0.0158948986734526,0.984105101326547
314,397,-83,19.625,24.8125,-83,527,954,-427,0,1,0,0.0625,"second_player",-7,16,16,-5,0,0,8,4,"false",329,415,-86,"false","false",0.0286727749098499,0.97132722509015
329,397,-68,19.3529411764706,24.8125,-68,527,954,-427,0,1,0,0.0625,"first_player",-10,17,16,-3.5,0,0,3,4,"false",329,415,-86,"false","false",0.0234746570442953,0.976525342955705
329,409,-80,19.3529411764706,24.0588235294118,-80,527,954,-427,0,1,0,0.0588235294117647,"second_player",-13,17,17,-2.69230769230769,0,0,3,4,"false",329,415,-86,"false","false",0.0294727871035035,0.970527212896496
0,0,0,0,0,0,1606,1544,62,0,0,0,0,"first_player",100,1,0,0.45,1,0,19,0,"false",365,263,102,"true","true",0.597340669678569,0.402659330321431
26,34,-8,13,34,-8,1606,1544,62,0,0,0,0,"first_player",92,2,1,0.489130434782609,1,0,14,7,"false",365,263,102,"true","false",0.430510263790272,0.569489736209728
26,49,-23,13,24.5,-23,1606,1544,62,0,0,0,0,"second_player",90,2,2,0.5,1,0,14,7,"false",365,263,102,"true","false",0.468375288534789,0.531624711465211
56,49,7,18.6666666666667,24.5,7,1606,1544,62,0,0,0,0,"first_player",88,3,2,0.511363636363636,1,0,14,7,"false",365,263,102,"true","true",0.568585025354266,0.431414974645734
78,70,8,19.5,23.3333333333333,8,1606,1544,62,0,0,0,0,"first_player",83,4,3,0.542168674698795,1,0,7,9,"false",365,263,102,"true","true",0.545331629639379,0.454668370360621
103,85,18,17.1666666666667,17,18,1606,1544,62,0,0,0,0,"first_player",72,6,5,0.625,1,0,14,9,"false",365,263,102,"true","true",0.657534028205994,0.342465971794006
103,96,7,17.1666666666667,16,7,1606,1544,62,0,0,0,0,"second_player",69,6,6,0.652173913043478,1,0,14,10,"false",365,263,102,"true","true",0.698441586665692,0.301558413334308
115,96,19,16.4285714285714,16,19,1606,1544,62,0,0,0,0,"first_player",66,7,6,0.681818181818182,1,0,12,10,"false",365,263,102,"true","true",0.658141249450343,0.341858750549657
115,103,12,16.4285714285714,14.7142857142857,12,1606,1544,62,0,0,0,0,"second_player",63,7,7,0.714285714285714,1,0,12,7,"false",365,263,102,"true","true",0.735575935833768,0.264424064166232
137,103,34,17.125,14.7142857142857,34,1606,1544,62,0,0,0,0,"first_player",60,8,7,0.75,1,0,13,7,"false",365,263,102,"true","true",0.76844026165881,0.23155973834119
153,112,41,17,14,41,1606,1544,62,0,0,0,0,"first_player",54,9,8,0.833333333333333,1,0,9,7,"false",365,263,102,"true","true",0.798334940233239,0.201665059766761
153,128,25,17,14.2222222222222,25,1606,1544,62,0,0,0,0,"second_player",52,9,9,0.865384615384615,1,0,9,7,"false",365,263,102,"true","true",0.801804516865617,0.198195483134383
241,145,96,21.9090909090909,13.1818181818182,96,1606,1544,62,0,0,0,0,"second_player",39,11,11,1.15384615384615,0,1,12,9,"false",365,263,102,"true","true",0.950611400982057,0.0493885990179428
260,145,115,21.6666666666667,13.1818181818182,115,1606,1544,62,0,0,0,0,"first_player",36,12,11,1.25,0,1,9,9,"false",365,263,102,"true","true",0.951425380045981,0.0485746199540192
260,171,89,21.6666666666667,14.25,89,1606,1544,62,0,0,0,0,"second_player",34,12,12,1.32352941176471,0,1,9,6,"false",365,263,102,"true","true",0.93306494500096,0.06693505499904
273,171,102,21,14.25,102,1606,1544,62,0,0,0,0,"first_player",31,13,12,1.45161290322581,0,1,16,6,"false",365,263,102,"true","true",0.931792883315543,0.0682071166844571
283,188,95,20.2142857142857,14.4615384615385,95,1606,1544,62,0,0,0,0,"first_player",25,14,13,1.8,0,1,16,9,"false",365,263,102,"true","true",0.909145946046246,0.0908540539537536
283,214,69,20.2142857142857,15.2857142857143,69,1606,1544,62,0,0,0,0,"second_player",22,14,14,2.04545454545455,0,1,16,8,"false",365,263,102,"true","true",0.878676968175117,0.121323031824883
298,236,62,18.625,14.75,62,1606,1544,62,0,0,0,0,"second_player",10,16,16,4.5,0,0,20,8,"false",365,263,102,"true","true",0.90795357099549,0.0920464290045104
325,251,74,19.1176470588235,14.7647058823529,74,1606,1544,62,0,0,0,0,"second_player",1,17,17,45,0,0,21,10,"false",365,263,102,"true","true",0.933858087622147,0.0661419123778528
345,251,94,19.1666666666667,14.7647058823529,94,1606,1544,62,0,0,0,0,"first_player",-2,18,17,-22.5,0,0,10,10,"false",365,263,102,"true","true",0.940382036786094,0.0596179632139056
345,264,81,19.1666666666667,14.6666666666667,81,1606,1544,62,0,0,0,0,"second_player",-4,18,18,-11.25,0,0,10,6,"false",365,263,102,"true","true",0.949927027067137,0.0500729729328626
354,264,90,18.6315789473684,14.6666666666667,90,1606,1544,62,0,0,0,0,"first_player",-6,19,18,-7.5,0,0,6,6,"false",365,263,102,"true","true",0.926025078863017,0.0739749211369827
362,275,87,18.1,13.75,87,1606,1544,62,0,0,0,0,"second_player",-13,20,20,-3.46153846153846,0,0,3,2,"false",365,263,102,"true","true",0.956230558396515,0.0437694416034851
367,275,92,17.4761904761905,13.75,92,1606,1544,62,0,0,0,0,"first_player",-16,21,20,-2.8125,0,0,2,2,"false",365,263,102,"true","true",0.930118412306619,0.0698815876933807
367,275,92,16.6818181818182,13.0952380952381,92,1606,1544,62,0,0,0,0,"first_player",-16,22,21,-2.8125,0,0,2,2,"false",365,263,102,"true","true",0.926627502729829,0.0733724972701709
18,0,18,18,0,18,341,416,-75,0,0,0,0,"first_player",96,1,0,0.40625,0,0,11,0,"false",284,364,-80,"false","true",0.587241517321745,0.412758482678255
41,54,-13,20.5,27,-13,341,416,-75,0,0,0,0,"second_player",86,2,2,0.453488372093023,0,0,8,20,"false",284,364,-80,"false","false",0.348568483244086,0.651431516755914
48,54,-6,16,27,-6,341,416,-75,0,0,0,0,"first_player",83,3,2,0.469879518072289,0,0,16,20,"false",284,364,-80,"false","false",0.30403823230926,0.69596176769074
48,85,-37,12,28.3333333333333,-37,341,416,-75,0,0,0,0,"first_player",80,4,3,0.4875,0,0,16,10,"false",284,364,-80,"false","false",0.145994154643344,0.854005845356656
53,102,-49,10.6,25.5,-49,341,416,-75,0,0,0,0,"first_player",75,5,4,0.52,0,0,16,12,"false",284,364,-80,"false","false",0.100308402018745,0.899691597981255
96,126,-30,16,21,-30,341,416,-75,0,0,0,0,"second_player",64,6,6,0.609375,0,0,12,7,"false",284,364,-80,"false","false",0.291930701161372,0.708069298838628
134,154,-20,16.75,19.25,-20,341,416,-75,0,0,0,0,"second_player",52,8,8,0.75,0,0,11,12,"false",284,364,-80,"false","false",0.348216587076408,0.651783412923592
134,154,-20,14.8888888888889,19.25,-20,341,416,-75,0,0,0,0,"first_player",52,9,8,0.75,0,0,11,12,"false",284,364,-80,"false","false",0.233451503960677,0.766548496039323
134,173,-39,14.8888888888889,19.2222222222222,-39,341,416,-75,0,0,0,0,"second_player",47,9,9,0.829787234042553,0,0,11,12,"false",284,364,-80,"false","false",0.226415297094716,0.773584702905284
169,230,-61,15.3636363636364,23,-61,341,416,-75,0,0,0,0,"first_player",35,11,10,1.11428571428571,0,0,9,13,"false",284,364,-80,"false","false",0.0645007840136947,0.935499215986305
169,246,-77,15.3636363636364,22.3636363636364,-77,341,416,-75,0,0,0,0,"second_player",31,11,11,1.25806451612903,0,1,9,10,"false",284,364,-80,"false","false",0.0437504670357598,0.95624953296424
189,246,-57,15.75,22.3636363636364,-57,341,416,-75,0,0,0,0,"first_player",27,12,11,1.44444444444444,0,1,7,10,"false",284,364,-80,"false","false",0.0480260605605318,0.951973939439468
189,273,-84,15.75,22.75,-84,341,416,-75,0,0,0,0,"second_player",22,12,12,1.77272727272727,0,0,7,9,"false",284,364,-80,"false","false",0.0559337036059003,0.9440662963941
201,291,-90,15.4615384615385,22.3846153846154,-90,341,416,-75,0,0,0,0,"second_player",13,13,13,3,0,0,8,12,"false",284,364,-80,"false","false",0.0452672989022082,0.954732701097792
258,331,-73,16.125,22.0666666666667,-73,341,416,-75,0,0,0,0,"first_player",-2,16,15,-19.5,0,1,9,9,"false",284,364,-80,"false","false",0.031019451049755,0.968980548950245
258,347,-89,16.125,21.6875,-89,341,416,-75,0,0,0,0,"second_player",-6,16,16,-6.5,0,1,9,6,"false",284,364,-80,"false","false",0.0333972480504986,0.966602751949501
270,347,-77,15.8823529411765,21.6875,-77,341,416,-75,0,0,0,0,"first_player",-9,17,16,-4.33333333333333,0,1,7,6,"false",284,364,-80,"false","false",0.0257722268862448,0.974227773113755
282,359,-77,15.6666666666667,19.9444444444444,-77,341,416,-75,0,0,0,0,"second_player",-18,18,18,-2.16666666666667,0,0,2,1,"false",284,364,-80,"false","false",0.0846149499471809,0.915385050052819
284,359,-75,14.9473684210526,19.9444444444444,-75,341,416,-75,0,0,0,0,"first_player",-20,19,18,-1.95,0,0,1,1,"false",284,364,-80,"false","false",0.0476752235478026,0.952324776452197
284,362,-78,14.9473684210526,19.0526315789474,-78,341,416,-75,0,0,0,0,"second_player",-23,19,19,-1.69565217391304,0,0,1,1,"false",284,364,-80,"false","false",0.0814232782136545,0.918576721786346
284,362,-78,14.2,19.0526315789474,-78,341,416,-75,0,0,0,0,"first_player",-23,20,19,-1.69565217391304,0,0,1,1,"true",284,364,-80,"false","false",0.0419150276896503,0.95808497231035
